frame,color,cx,cy,x,y,w,h,area
240,blue,2783.59,1377.52,2762,1353,42,47,1677
240,blue,447.60,1794.30,426,1750,45,86,2955
240,blue,3341.52,1786.55,3332,1761,18,49,445
240,blue,3335.96,1832.40,3328,1818,21,24,209
241,red,101.04,551.42,96,540,12,28,196
241,red,1628.04,547.54,1618,540,24,22,246
241,red,79.45,571.74,70,558,22,28,227
241,red,129.93,570.07,128,564,6,12,56
241,red,40.59,588.69,30,580,24,18,219
241,red,81.09,634.45,72,626,24,14,148
241,red,29.50,649.50,28,644,4,12,48
241,red,36.77,729.09,5,680,79,110,4875
241,red,1786.53,818.48,1720,696,143,248,10428
241,red,131.61,734.85,113,732,37,7,241
241,red,104.08,762.09,96,754,17,14,118
241,red,183.82,762.42,154,754,56,19,330
241,red,128.34,769.66,117,764,29,12,145
241,red,1706.34,803.59,1702,792,10,26,152
241,red,37.74,855.18,34,850,9,14,76
241,red,1761.35,961.25,1756,949,11,22,155
241,red,1565.11,1206.16,1528,1100,79,222,13187
241,red,1745.38,1238.65,1708,1121,76,227,12096
241,red,3122.00,1189.00,3108,1187,29,5,145
241,red,3127.60,1219.02,3106,1200,43,37,946
241,red,418.40,1380.79,385,1334,68,94,5437
241,red,3033.49,1410.96,3014,1397,50,27,564
241,red,3355.39,1401.71,3349,1398,13,9,62
241,red,2832.85,1404.21,2806,1400,66,14,385
241,red,3290.01,1423.46,3245,1400,84,49,1032
241,red,3324.71,1404.32,3318,1401,14,7,65
241,red,2944.37,1417.32,2917,1404,65,26,437
241,red,3147.06,1419.02,3136,1405,28,33,251
241,red,1813.72,1411.35,1810,1406,10,10,46
241,red,2905.43,1414.04,2894,1407,22,15,181
241,red,3089.80,1421.69,3076,1410,30,22,334
241,red,3181.22,1414.46,3176,1410,14,10,50
241,red,3231.10,1421.34,3218,1410,24,26,248
241,red,3357.20,1420.71,3337,1411,42,21,182
241,red,2348.48,1420.23,2342,1416,14,8,64
241,red,3002.77,1420.34,2996,1419,14,4,47
241,red,3055.40,1436.01,3046,1427,18,22,258
241,red,2913.16,1434.64,2909,1429,9,14,45
241,red,3024.96,1434.71,3014,1430,24,10,198
241,red,2972.57,1440.43,2964,1439,18,6,63
241,red,3133.52,1449.96,3109,1438,49,29,334
241,red,3245.36,1445.76,3235,1440,19,10,105
241,red,3340.78,1446.40,3334,1441,14,11,68
241,red,3364.65,1448.65,3352,1447,26,4,82
241,red,3164.68,1454.96,3158,1450,13,11,71
241,red,3302.17,1477.28,3270,1458,78,48,973
241,red,3185.07,1465.69,3176,1460,20,14,103
241,red,3373.46,1481.96,3366,1476,13,10,78
241,red,3253.51,1490.60,3246,1489,14,6,53
241,red,3348.18,1493.66,3333,1490,29,9,213
241,red,333.70,1498.02,327,1496,15,5,46
241,red,297.35,1500.43,280,1498,34,7,164
241,red,3361.88,1509.00,3344,1505,35,9,206
241,red,3313.87,1540.13,3307,1539,14,4,45
241,red,3096.45,1542.11,3088,1540,18,5,75
241,red,3166.32,1573.63,3128,1566,74,23,755
241,red,3111.14,1582.05,3105,1579,13,7,66
241,red,3026.00,1902.75,3023,1898,8,9,48
241,red,3007.11,1908.61,3005,1904,8,13,54
241,red,3081.62,1906.77,3074,1904,15,7,77
241,red,2995.55,1922.88,2986,1919,19,11,69
241,red,3365.24,1923.78,3360,1922,13,6,50
241,red,3116.41,1987.93,3104,1986,26,4,81
241,red,3125.29,2017.28,3112,2012,25,10,146
241,red,3067.78,2019.47,3061,2018,16,4,49
241,blue,1106.61,1371.83,1082,1346,47,50,1831
241,blue,2783.87,1377.18,2762,1352,43,48,1700
241,blue,447.79,1793.95,424,1750,47,86,2953
241,blue,3341.68,1785.63,3332,1761,19,50,435
241,blue,3336.23,1833.55,3328,1823,22,19,208
242,red,102.61,550.16,96,540,20,28,223
242,red,1609.04,547.14,1587,540,43,26,388
242,red,79.77,572.40,70,558,22,28,207
242,red,43.41,586.94,34,580,20,16,147
242,red,76.77,633.77,72,626,10,14,88
242,red,36.01,731.37,6,680,78,126,4344
242,red,1779.39,816.72,1705,698,153,245,10032
242,red,131.80,734.79,113,732,37,7,237
242,red,78.04,754.96,74,752,8,8,52
242,red,203.68,758.63,198,754,14,10,104
242,red,105.66,763.26,98,760,15,8,101
242,red,164.88,766.18,154,760,23,14,136
242,red,127.82,769.73,117,764,29,12,139
242,red,38.57,856.44,34,850,12,15,91
242,red,59.63,864.79,54,862,14,6,57
242,red,1548.79,1211.52,1511,1106,81,217,12705
242,red,1739.67,1237.57,1696,1124,85,223,12031
242,red,3121.44,1189.10,3108,1187,29,5,138
242,red,3128.51,1218.54,3106,1200,43,38,996
242,red,418.58,1381.02,385,1334,69,94,5451
242,red,2970.97,1404.85,2959,1398,25,14,124
242,red,3027.95,1419.50,2996,1398,68,42,957
242,red,3356.29,1402.18,3350,1399,12,8,51
242,red,2811.42,1407.25,2806,1400,12,14,116
242,red,2848.38,1401.62,2824,1400,48,6,200
242,red,3156.47,1405.35,3152,1400,10,12,51
242,red,3248.22,1405.39,3245,1401,7,9,54
242,red,3294.02,1424.07,3256,1400,73,49,942
242,red,3326.50,1405.50,3320,1402,12,8,64
242,red,2942.98,1419.03,2912,1404,70,31,434
242,red,1812.59,1410.59,1808,1406,11,10,51
242,red,3144.52,1419.56,3137,1407,19,23,163
242,red,2903.69,1416.36,2894,1408,17,15,121
242,red,3094.26,1413.99,3086,1410,19,8,99
242,red,3180.80,1414.55,3176,1410,14,10,51
242,red,3231.55,1422.43,3218,1410,24,26,276
242,red,3357.16,1420.93,3338,1411,40,21,173
242,red,2348.19,1421.00,2342,1418,14,6,54
242,red,3057.31,1429.18,3052,1427,12,5,55
242,red,3084.58,1428.47,3078,1426,14,6,83
242,red,3351.59,1446.54,3334,1433,37,19,222
242,red,3060.75,1442.43,3046,1435,35,15,180
242,red,2973.42,1441.46,2967,1439,13,7,52
242,red,3133.13,1450.60,3101,1439,56,28,427
242,red,3176.25,1463.35,3162,1452,33,23,203
242,red,3337.53,1469.66,3319,1459,35,21,366
242,red,3286.56,1479.32,3250,1465,82,34,860
242,red,3252.35,1490.97,3244,1489,16,7,63
242,red,3349.72,1496.33,3337,1491,24,8,82
242,red,332.20,1498.73,324,1496,19,6,49
242,red,297.64,1500.54,280,1498,34,7,169
242,red,3263.68,1506.12,3256,1503,16,11,60
242,red,3361.80,1509.51,3342,1505,37,10,218
242,red,3238.52,1514.44,3232,1508,15,10,62
242,red,3132.17,1520.96,3124,1518,15,11,71
242,red,3096.73,1542.53,3088,1540,18,6,75
242,red,3030.66,1552.86,3014,1549,27,11,131
242,red,3167.23,1575.26,3142,1566,62,24,719
242,red,3111.00,1581.50,3105,1580,13,4,52
242,red,3079.19,1591.28,3072,1585,13,10,53
242,red,2988.39,1918.20,2978,1904,26,26,229
242,red,3053.50,1908.20,3047,1905,12,11,60
242,red,3251.75,1959.62,3238,1958,26,8,88
242,red,3283.17,1959.83,3273,1958,21,8,82
242,red,3370.67,1978.75,3365,1976,11,7,57
242,red,3165.85,1988.70,3158,1987,16,4,53
242,red,3118.02,2019.05,3110,2013,16,10,55
242,blue,1106.77,1371.97,1086,1347,43,49,1803
242,blue,2784.11,1377.61,2762,1354,43,46,1676
242,blue,448.10,1793.91,424,1750,47,87,2911
242,blue,3342.04,1786.28,3333,1762,18,49,410
242,blue,3336.09,1832.56,3328,1820,22,22,208
243,red,101.13,550.81,96,540,12,26,187
243,red,1592.71,547.37,1569,540,46,26,465
243,red,79.64,576.12,70,564,22,22,148
243,red,40.00,586.33,32,580,18,16,144
243,red,10.50,624.50,8,620,8,12,64
243,red,84.06,631.09,78,622,12,16,108
243,red,196.23,632.50,184,628,22,10,176
243,red,31.50,652.50,30,640,4,26,104
243,red,36.12,732.12,6,680,90,124,4666
243,red,1767.30,817.78,1688,700,158,245,10261
243,red,130.68,734.35,113,731,37,8,237
243,red,78.04,754.96,74,752,8,8,52
243,red,166.15,764.72,117,754,100,21,520
243,red,105.73,763.25,98,760,15,8,102
243,red,49.50,785.50,36,784,28,4,112
243,red,101.21,826.62,96,824,12,6,68
243,red,57.53,864.86,52,862,14,6,66
243,red,1536.13,1215.05,1496,1110,85,216,12265
243,red,1732.63,1235.87,1684,1124,93,222,12153
243,red,3122.50,1189.00,3108,1187,30,5,150
243,red,3130.22,1216.32,3110,1200,40,37,748
243,red,3112.12,1234.62,3106,1233,14,4,52
243,red,418.18,1380.67,385,1334,68,94,5478
243,red,3000.71,1417.69,2913,1397,151,43,1744
243,red,3356.85,1402.74,3348,1399,16,11,72
243,red,2851.62,1401.49,2832,1400,40,4,159
243,red,3250.69,1405.69,3245,1400,11,14,52
243,red,3298.19,1423.66,3266,1400,65,45,824
243,red,3327.03,1404.94,3320,1401,13,9,78
243,red,2812.50,1407.54,2808,1402,10,11,84
243,red,2966.46,1405.18,2959,1404,17,4,56
243,red,2903.56,1417.89,2896,1411,14,12,88
243,red,3095.27,1413.53,3086,1410,20,8,102
243,red,3230.85,1420.94,3218,1410,24,26,224
243,red,3358.09,1420.73,3338,1411,41,21,175
243,red,3144.64,1420.84,3136,1413,20,15,135
243,red,3059.29,1428.74,3054,1426,12,6,58
243,red,3084.70,1428.37,3079,1426,13,6,70
243,red,3318.35,1471.30,3257,1433,122,80,1570
243,red,3078.47,1445.48,3073,1439,10,11,58
243,red,3115.64,1449.43,3111,1446,10,8,47
243,red,3145.38,1458.66,3138,1447,20,20,149
243,red,3177.07,1461.34,3162,1451,32,20,163
243,red,3256.18,1467.73,3244,1464,21,7,99
243,red,3265.23,1480.47,3260,1478,12,8,60
243,red,3254.15,1490.69,3246,1489,15,6,59
243,red,3358.77,1502.48,3328,1490,51,25,413
243,red,297.57,1500.52,280,1498,34,7,168
243,red,3130.16,1518.59,3122,1516,18,6,70
243,red,3314.87,1540.13,3308,1539,14,4,45
243,red,3094.00,1541.74,3081,1540,26,5,87
243,red,3164.18,1573.04,3128,1566,76,16,679
243,red,3111.94,1580.06,3105,1574,13,10,80
243,red,3085.00,1904.29,3081,1898,10,14,70
243,red,3290.11,1960.11,3283,1958,13,8,54
243,red,3277.60,1977.80,3273,1975,12,6,45
243,red,3207.86,1984.72,3202,1982,11,8,58
243,red,3183.38,2019.50,3174,2018,19,4,56
243,red,3218.14,2026.14,3204,2025,30,4,87
243,blue,1106.73,1371.52,1086,1346,43,50,1816
243,blue,2784.54,1377.24,2762,1352,44,48,1706
243,blue,447.97,1793.82,426,1750,45,86,2888
243,blue,3340.61,1801.50,3329,1762,23,80,714
244,red,104.11,546.55,100,540,8,16,76
244,red,1576.83,547.49,1552,540,50,28,555
244,red,80.50,572.87,70,558,22,28,189
244,red,10.50,622.50,8,618,8,12,64
244,red,75.81,633.12,70,624,10,16,104
244,red,37.35,727.00,6,680,86,104,4418
244,red,164.60,683.10,160,680,10,8,62
244,red,1750.33,819.28,1673,703,157,243,9972
244,red,130.89,734.33,113,731,37,8,237
244,red,78.04,754.96,74,752,8,8,52
244,red,179.95,762.98,138,754,79,20,389
244,red,113.74,766.51,98,760,38,15,233
244,red,47.19,786.44,32,784,32,6,171
244,red,56.82,864.90,51,862,14,6,67
244,red,1527.25,1220.13,1490,1119,79,211,11817
244,red,1724.55,1233.46,1668,1123,106,219,12054
244,red,3123.50,1189.00,3109,1187,30,5,150
244,red,3132.71,1215.63,3112,1189,39,48,749
244,red,3114.12,1234.23,3108,1232,12,5,52
244,red,418.47,1380.64,385,1334,68,94,5439
244,red,2997.79,1418.11,2896,1397,170,43,1839
244,red,3356.92,1402.54,3348,1398,16,12,84
244,red,2811.94,1407.42,2806,1401,12,12,99
244,red,2859.48,1401.71,2848,1400,24,6,102
244,red,3297.94,1421.24,3260,1400,71,44,766
244,red,3325.89,1404.21,3320,1401,13,7,56
244,red,3152.40,1410.86,3144,1405,21,12,111
244,red,3095.16,1413.90,3088,1410,16,8,87
244,red,3179.55,1419.59,3172,1410,14,18,146
244,red,3230.23,1419.31,3218,1410,24,20,190
244,red,3359.97,1420.83,3338,1411,41,21,202
244,red,3145.60,1421.04,3138,1413,19,15,136
244,red,3059.50,1429.00,3054,1427,12,5,60
244,red,3321.49,1468.90,3268,1433,107,80,1568
244,red,3051.79,1439.90,3048,1434,10,15,62
244,red,3146.82,1457.62,3139,1447,19,19,111
244,red,3375.67,1459.67,3371,1454,8,10,45
244,red,3183.73,1464.61,3176,1461,18,9,70
244,red,3256.44,1468.16,3245,1464,21,7,88
244,red,3254.83,1490.60,3248,1489,13,6,47
244,red,3360.68,1501.69,3328,1490,51,24,328
244,red,302.99,1500.19,280,1498,52,7,210
244,red,3130.11,1518.60,3122,1516,19,6,70
244,red,3315.45,1540.16,3308,1539,15,4,49
244,red,3100.31,1542.19,3093,1541,15,4,48
244,red,3154.71,1574.38,3106,1566,94,21,874
244,red,3029.81,1906.66,3016,1898,26,16,159
244,red,3084.11,1903.67,3075,1898,18,14,135
244,red,2991.59,1921.63,2979,1905,30,25,245
244,red,3249.67,1958.83,3239,1957,22,4,72
244,red,3099.50,1971.50,3094,1970,12,4,48
244,red,3112.69,1985.81,3100,1982,27,8,96
244,red,3208.41,1984.82,3202,1982,12,8,66
244,red,3128.88,2018.26,3108,2013,39,10,198
244,red,3246.07,2019.47,3241,2014,12,9,58
244,red,3218.64,2026.09,3204,2025,30,4,91
244,blue,1106.73,1371.62,1082,1346,47,50,1820
244,blue,2785.05,1377.35,2763,1352,43,48,1688
244,blue,448.17,1793.68,426,1750,45,86,2912
244,blue,3343.00,1786.40,3334,1762,18,52,414
244,blue,3338.20,1833.65,3330,1824,21,18,177
245,red,102.60,552.34,98,540,10,28,176
245,red,1558.29,546.78,1528,540,61,26,692
245,red,130.25,568.00,128,562,6,12,64
245,red,76.51,576.82,62,565,30,21,202
245,red,41.99,588.05,33,582,19,14,91
245,red,80.08,633.24,70,624,26,16,172
245,red,121.38,660.88,118,656,10,10,64
245,red,36.35,726.73,5,672,88,109,4011
245,red,109.63,680.17,102,672,24,16,188
245,red,1729.96,825.81,1654,708,154,242,9805
245,red,130.60,734.27,113,731,37,7,235
245,red,184.37,762.34,148,754,69,19,400
245,red,106.21,764.49,98,760,16,11,135
245,red,133.27,767.87,128,766,12,6,55
245,red,44.14,790.32,32,784,32,16,353
245,red,20.88,842.31,18,838,8,9,52
245,red,57.09,864.68,52,862,12,6,66
245,red,1714.76,1231.52,1653,1123,117,216,12125
245,red,1520.42,1226.05,1485,1124,77,212,12264
245,red,3124.00,1189.00,3109,1187,31,5,155
245,red,3134.97,1216.09,3118,1190,33,47,747
245,red,3114.12,1234.23,3108,1232,12,5,52
245,red,418.75,1380.62,386,1334,68,94,5459
245,red,3001.19,1417.80,2914,1397,152,44,1646
245,red,3323.15,1404.07,3311,1399,22,10,85
245,red,2812.98,1406.95,2808,1400,12,13,103
245,red,2861.14,1401.74,2849,1400,25,6,109
245,red,3148.76,1415.04,3138,1400,26,28,265
245,red,3294.46,1417.07,3252,1400,82,35,665
245,red,3358.31,1403.05,3352,1400,14,8,81
245,red,3096.71,1413.61,3088,1410,19,8,97
245,red,3232.13,1416.09,3222,1410,20,14,121
245,red,3357.43,1419.92,3338,1410,40,21,176
245,red,3179.07,1419.57,3172,1412,15,14,166
245,red,2904.46,1419.49,2896,1417,18,6,76
245,red,3200.67,1426.74,3196,1421,13,13,76
245,red,3059.24,1428.69,3054,1426,12,6,67
245,red,3226.98,1427.21,3220,1426,14,4,47
245,red,3300.11,1434.12,3289,1427,24,17,226
245,red,3315.79,1471.52,3259,1433,117,81,1507
245,red,3052.75,1440.75,3050,1434,8,15,48
245,red,3129.69,1443.69,3124,1440,14,10,91
245,red,3113.34,1448.92,3103,1446,19,8,77
245,red,3147.36,1457.94,3140,1447,18,19,105
245,red,3178.01,1462.73,3163,1451,33,24,206
245,red,3252.09,1469.89,3238,1464,28,13,132
245,red,3105.27,1470.17,3100,1466,12,10,60
245,red,3255.31,1490.67,3248,1489,14,6,51
245,red,3361.02,1501.23,3328,1490,51,24,332
245,red,306.94,1499.77,280,1496,62,9,243
245,red,3130.71,1518.65,3123,1516,18,6,65
245,red,3315.87,1540.13,3309,1539,14,4,45
245,red,3094.62,1541.68,3081,1540,27,5,87
245,red,3164.10,1573.23,3129,1566,73,16,639
245,red,3113.85,1580.62,3106,1574,15,13,101
245,red,3259.53,1593.62,3247,1592,27,8,96
245,red,3085.20,1904.91,3076,1898,18,14,88
245,red,3029.96,1907.79,3017,1904,25,8,84
245,red,2995.21,1922.94,2980,1919,28,11,124
245,red,3249.68,1958.86,3239,1957,22,4,71
245,red,3031.56,1971.50,3025,1970,14,5,54
245,red,3112.84,1985.60,3097,1982,31,8,148
245,red,3208.86,1984.98,3203,1982,11,8,58
245,red,3060.21,1987.44,3053,1984,14,6,52
245,red,3195.46,2019.91,3190,2018,12,5,46
245,red,3219.50,2026.10,3205,2025,30,4,90
245,blue,1106.97,1371.49,1086,1346,42,50,1802
245,blue,2785.18,1377.39,2763,1352,43,48,1684
245,blue,448.31,1793.55,424,1750,48,86,2942
245,blue,3342.80,1786.55,3334,1762,17,48,368
245,blue,3337.63,1833.77,3330,1824,21,18,188
246,red,1536.68,546.90,1500,540,71,25,793
246,red,102.17,549.50,98,544,8,12,48
246,red,130.25,568.00,128,562,6,12,64
246,red,75.88,577.06,62,565,28,21,160
246,red,41.99,588.01,33,582,19,14,92
246,red,87.50,633.50,80,632,16,4,64
246,red,211.50,647.50,210,640,4,16,64
246,red,121.38,660.88,118,656,10,10,64
246,red,51.34,674.53,42,672,20,6,118
246,red,111.18,680.85,102,672,26,16,227
246,red,38.29,724.67,5,674,91,107,4326
246,red,1704.67,833.03,1632,714,148,246,9674
246,red,130.63,734.13,113,731,37,7,246
246,red,183.44,763.63,138,754,78,22,497
246,red,106.53,764.15,98,758,16,13,142
246,red,43.72,790.35,30,784,34,16,365
246,red,17.36,801.98,8,800,22,8,100
246,red,52.77,829.77,44,828,20,6,88
246,red,20.88,842.31,18,838,8,9,52
246,red,57.72,865.43,52,864,12,4,46
246,red,1701.81,1228.35,1634,1124,130,212,12126
246,red,1511.41,1230.17,1474,1130,80,208,12628
246,red,3125.12,1188.96,3110,1187,32,5,156
246,red,3138.02,1216.76,3124,1190,28,47,755
246,red,418.52,1380.39,385,1334,69,94,5436
246,red,3003.65,1417.99,2916,1397,150,43,1464
246,red,3321.38,1403.44,3311,1399,23,9,84
246,red,2813.40,1407.29,2808,1401,12,12,96
246,red,2861.58,1401.68,2850,1400,24,6,100
246,red,3360.16,1403.69,3355,1400,11,8,68
246,red,3153.50,1407.17,3146,1405,14,6,48
246,red,3097.39,1413.74,3088,1410,20,8,87
246,red,3179.43,1419.35,3172,1410,15,17,181
246,red,3233.53,1422.81,3220,1410,27,26,275
246,red,3358.12,1419.85,3338,1410,41,21,178
246,red,3146.57,1420.91,3138,1413,20,15,151
246,red,3278.25,1418.60,3267,1412,25,12,170
246,red,3317.50,1421.44,3294,1412,42,23,278
246,red,2904.60,1419.58,2898,1417,14,6,62
246,red,3059.34,1428.69,3054,1426,12,6,67
246,red,3300.14,1432.97,3290,1427,21,17,190
246,red,3344.43,1459.14,3326,1432,48,48,714
246,red,3052.88,1441.00,3050,1434,8,15,51
246,red,3121.31,1447.48,3114,1440,16,14,101
246,red,3176.61,1461.77,3163,1451,32,21,201
246,red,3148.90,1460.24,3140,1456,18,10,80
246,red,3294.06,1475.58,3279,1458,42,38,541
246,red,3375.27,1465.21,3372,1461,7,11,52
246,red,3254.82,1468.72,3238,1464,35,12,172
246,red,3360.72,1500.74,3328,1490,51,24,391
246,red,306.95,1499.78,280,1496,62,9,244
246,red,3274.13,1506.08,3266,1502,20,12,85
246,red,3132.46,1518.49,3124,1516,20,6,80
246,red,3096.38,1540.60,3079,1534,31,11,124
246,red,2541.41,1564.12,2534,1563,16,4,51
246,red,3164.58,1573.01,3129,1566,73,16,650
246,red,3113.60,1580.57,3104,1574,18,13,102
246,red,3266.82,1593.82,3247,1592,39,8,147
246,red,3085.94,1903.67,3078,1898,17,14,130
246,red,2994.65,1919.50,2985,1905,25,25,133
246,red,3282.27,1956.25,3270,1952,26,9,88
246,red,3240.68,1958.95,3222,1957,39,4,120
246,red,3038.07,1971.09,3026,1969,27,5,91
246,red,3113.17,1985.66,3098,1982,30,8,145
246,red,3060.73,1987.87,3054,1986,14,4,45
246,red,3168.93,1988.83,3162,1987,14,4,46
246,red,3127.22,2019.16,3115,2013,26,9,96
246,red,3197.47,2019.96,3192,2018,12,5,45
246,blue,1106.95,1371.42,1086,1346,42,50,1796
246,blue,2785.62,1377.44,2764,1353,43,47,1663
246,blue,448.14,1793.59,424,1750,48,86,2947
246,blue,3342.96,1787.18,3334,1762,17,52,355
246,blue,3338.56,1833.51,3330,1823,22,19,189
247,red,1520.08,546.07,1485,540,67,23,689
247,red,69.50,587.22,60,565,30,43,501
247,red,39.53,589.59,22,580,30,20,146
247,red,6.50,629.54,0,618,12,22,92
247,red,160.85,638.61,158,630,6,18,67
247,red,87.50,633.50,80,632,16,4,64
247,red,36.21,728.60,4,672,89,118,4234
247,red,118.44,684.19,110,680,16,8,72
247,red,1674.07,839.87,1607,719,139,250,9258
247,red,72.02,732.78,64,730,18,8,116
247,red,130.74,734.14,113,731,37,7,245
247,red,180.90,763.25,138,754,78,19,452
247,red,106.24,763.91,98,758,16,12,140
247,red,47.66,792.63,40,786,16,12,124
247,red,20.88,842.31,18,838,8,9,52
247,red,40.21,858.32,36,852,9,13,87
247,red,56.36,864.78,49,862,15,6,77
247,red,1682.77,1224.67,1607,1129,145,202,12052
247,red,1502.75,1229.87,1466,1131,77,205,12288
247,red,1610.88,1172.27,1606,1167,10,11,60
247,red,3127.40,1189.00,3110,1187,42,5,174
247,red,3137.34,1218.07,3124,1200,28,37,698
247,red,418.76,1380.64,386,1334,68,94,5471
247,red,3026.65,1417.99,2978,1397,88,43,1150
247,red,2813.40,1407.29,2808,1401,12,12,96
247,red,2862.00,1401.67,2851,1400,23,6,96
247,red,3321.73,1403.65,3312,1400,22,8,77
247,red,3360.22,1403.65,3355,1400,11,8,69
247,red,2937.47,1419.61,2916,1404,48,31,353
247,red,3097.39,1413.74,3088,1410,20,8,87
247,red,3179.55,1419.42,3172,1410,16,17,184
247,red,3233.47,1422.53,3220,1410,27,26,270
247,red,3358.66,1420.12,3338,1410,41,21,169
247,red,3146.75,1420.49,3137,1413,21,15,164
247,red,3278.59,1418.65,3268,1412,24,12,165
247,red,3317.69,1421.51,3294,1412,42,23,270
247,red,2905.29,1419.44,2898,1417,16,6,68
247,red,3059.51,1428.72,3054,1426,12,6,65
247,red,3300.52,1433.66,3290,1427,21,16,213
247,red,2966.30,1440.97,2955,1439,29,9,111
247,red,3344.65,1460.60,3327,1440,47,40,604
247,red,3308.47,1452.02,3299,1448,19,8,59
247,red,3176.14,1461.70,3163,1451,32,21,199
247,red,3148.88,1460.15,3140,1456,18,10,73
247,red,3288.96,1481.88,3266,1458,53,56,704
247,red,3371.97,1466.62,3362,1461,17,11,109
247,red,3256.43,1467.73,3245,1464,23,7,121
247,red,334.70,1497.63,329,1496,13,5,46
247,red,3360.81,1502.57,3332,1496,47,18,252
247,red,298.39,1500.48,280,1498,38,7,181
247,red,3132.05,1518.43,3124,1516,19,6,77
247,red,3094.03,1540.72,3075,1534,34,11,136
247,red,3165.00,1573.32,3130,1566,74,16,639
247,red,3113.60,1580.57,3104,1574,18,13,102
247,red,3260.56,1593.59,3247,1592,29,8,102
247,red,3287.70,1596.78,3279,1592,19,8,82
247,red,3087.03,1905.45,3081,1898,13,14,87
247,red,2996.57,1923.29,2982,1919,28,11,105
247,red,3282.27,1956.25,3270,1952,26,9,88
247,red,3242.16,1958.95,3222,1957,42,4,129
247,red,3037.94,1971.18,3026,1969,27,6,94
247,red,3114.09,1985.99,3103,1982,24,8,122
247,red,3168.45,1988.84,3161,1987,15,4,49
247,blue,1107.07,1371.48,1086,1346,42,50,1795
247,blue,2785.96,1377.48,2764,1353,43,47,1688
247,blue,448.13,1793.62,424,1750,48,86,2934
247,blue,3343.53,1786.33,3336,1762,16,48,355
247,blue,3338.30,1833.07,3330,1822,22,20,195
248,red,1503.38,545.50,1471,540,64,20,631
248,red,104.17,549.50,100,544,8,12,48
248,red,130.25,568.00,128,562,6,12,64
248,red,39.07,591.59,27,581,25,23,155
248,red,75.38,595.75,64,580,26,28,342
248,red,3.03,639.43,0,636,8,10,60
248,red,33.26,647.74,30,640,8,16,116
248,red,36.92,728.98,4,680,80,122,4399
248,red,120.50,684.03,112,680,16,7,68
248,red,1639.21,844.76,1582,722,122,254,9103
248,red,130.97,734.21,114,731,36,7,234
248,red,199.18,759.20,184,754,28,10,190
248,red,106.74,762.87,100,760,14,8,84
248,red,159.55,768.05,138,761,36,12,202
248,red,70.79,802.36,66,800,10,6,56
248,red,39.63,857.82,34,852,12,13,113
248,red,57.28,864.58,52,862,12,6,67
248,red,1496.92,1227.01,1456,1124,82,211,12724
248,red,1657.97,1220.34,1578,1132,158,192,11936
248,red,3124.76,1188.73,3110,1187,33,5,143
248,red,3137.13,1217.64,3124,1200,28,37,785
248,red,3114.23,1234.12,3109,1232,11,5,52
248,red,419.00,1380.58,386,1334,68,94,5478
248,red,3022.85,1417.89,2978,1397,70,44,780
248,red,2862.29,1401.62,2852,1399,22,7,96
248,red,2814.84,1407.48,2810,1400,10,14,82
248,red,3323.46,1404.04,3314,1401,20,7,68
248,red,3360.00,1403.91,3355,1400,11,8,77
248,red,2937.81,1419.81,2915,1404,49,30,368
248,red,2969.04,1405.15,2962,1404,16,4,52
248,red,3142.38,1415.17,3122,1405,37,23,363
248,red,3056.20,1412.91,3048,1409,18,9,135
248,red,3100.38,1414.14,3092,1411,17,7,71
248,red,3180.57,1415.79,3177,1410,10,13,70
248,red,3232.67,1421.33,3222,1410,20,26,219
248,red,3275.90,1417.40,3258,1410,34,14,212
248,red,3359.57,1420.38,3340,1411,39,20,171
248,red,3317.28,1421.12,3294,1412,42,23,269
248,red,2905.36,1419.45,2898,1417,16,6,69
248,red,3057.10,1428.89,3048,1426,18,6,91
248,red,3297.75,1430.52,3290,1427,19,10,95
248,red,3365.49,1447.28,3356,1441,19,10,92
248,red,3117.82,1449.62,3114,1446,9,8,45
248,red,3305.14,1451.60,3294,1446,24,10,132
248,red,3340.10,1459.03,3330,1448,21,23,159
248,red,3167.65,1455.71,3159,1451,17,10,92
248,red,3149.99,1460.22,3141,1456,17,10,73
248,red,3289.17,1481.41,3266,1458,53,49,597
248,red,3371.55,1469.02,3362,1461,17,18,108
248,red,3253.05,1469.50,3238,1464,30,13,154
248,red,298.30,1500.44,280,1498,38,7,183
248,red,3368.89,1508.22,3361,1505,18,7,108
248,red,3126.10,1516.41,3115,1510,21,11,87
248,red,3094.57,1540.78,3075,1534,35,11,139
248,red,3316.87,1540.13,3310,1539,14,4,45
248,red,3036.22,1554.79,3028,1550,16,10,77
248,red,3165.19,1573.32,3133,1566,71,16,637
248,red,3115.00,1579.83,3110,1574,9,10,54
248,red,3361.61,1583.30,3352,1574,18,22,131
248,red,3260.97,1593.61,3248,1592,28,8,99
248,red,3086.73,1907.22,3078,1904,16,8,105
248,red,2996.27,1924.31,2983,1919,27,11,172
248,red,3243.06,1958.94,3222,1957,44,4,136
248,red,3168.06,1988.71,3161,1987,15,4,51
248,blue,1107.40,1371.14,1086,1346,42,50,1786
248,blue,2786.34,1377.41,2764,1353,44,47,1665
248,blue,448.43,1793.58,424,1750,48,86,2919
248,blue,3343.63,1787.73,3336,1762,16,55,367
248,blue,3339.16,1833.26,3331,1822,21,20,197
249,red,99.96,547.56,92,540,16,16,185
249,red,1473.29,543.86,1454,540,39,10,317
249,red,1507.11,546.10,1499,540,21,17,207
